timestamp,agent_id,question_id,response
2025-10-31T23:27:13.698330+00:00,Agent_022,2,Good
2025-10-31T23:27:14.089945+00:00,Agent_022,3,Fair/Poor
2025-10-31T23:27:14.606024+00:00,Agent_022,4,Good
2025-10-31T23:27:15.075680+00:00,Agent_022,5,Fair/Poor
2025-10-31T23:27:15.467695+00:00,Agent_023,1,Wrong direction
2025-10-31T23:27:15.943533+00:00,Agent_023,2,Good
2025-10-31T23:27:16.335526+00:00,Agent_023,3,Fair/Poor
2025-10-31T23:27:16.799273+00:00,Agent_023,4,Fair/Poor
2025-10-31T23:27:17.306682+00:00,Agent_023,5,Fair/Poor
2025-10-31T23:27:17.884052+00:00,Agent_024,1,Wrong direction
2025-10-31T23:27:18.359704+00:00,Agent_024,2,Fair/Poor
2025-10-31T23:27:18.945119+00:00,Agent_024,3,Fair/Poor
2025-10-31T23:27:19.481802+00:00,Agent_024,4,Fair/Poor
2025-10-31T23:27:19.864790+00:00,Agent_024,5,Fair/Poor
2025-10-31T23:27:20.348407+00:00,Agent_025,1,Wrong direction
2025-10-31T23:27:20.975325+00:00,Agent_025,2,Good
2025-10-31T23:27:21.533689+00:00,Agent_025,3,Fair/Poor
2025-10-31T23:27:22.050650+00:00,Agent_025,4,Fair/Poor
2025-10-31T23:27:22.547557+00:00,Agent_025,5,Fair/Poor
2025-10-31T23:27:23.071977+00:00,Agent_026,1,No opinion
2025-10-31T23:27:23.646811+00:00,Agent_026,2,Good
2025-10-31T23:27:24.057814+00:00,Agent_026,3,Good
2025-10-31T23:27:24.602761+00:00,Agent_026,4,Fair/Poor
2025-10-31T23:27:25.120856+00:00,Agent_026,5,Fair/Poor
2025-10-31T23:27:25.456351+00:00,Agent_027,1,No opinion
2025-10-31T23:27:26.004165+00:00,Agent_027,2,Fair/Poor
2025-10-31T23:27:26.416042+00:00,Agent_027,3,Fair/Poor
2025-10-31T23:27:26.847969+00:00,Agent_027,4,Fair/Poor
2025-10-31T23:27:27.291872+00:00,Agent_027,5,Fair/Poor
2025-10-31T23:27:27.938413+00:00,Agent_028,1,Right direction
2025-10-31T23:27:28.513714+00:00,Agent_028,2,Good
2025-10-31T23:27:28.913785+00:00,Agent_028,3,Fair/Poor
2025-10-31T23:27:29.328094+00:00,Agent_028,4,Good
2025-10-31T23:27:29.937456+00:00,Agent_028,5,Fair/Poor
2025-10-31T23:27:30.308304+00:00,Agent_029,1,No opinion
2025-10-31T23:27:30.910255+00:00,Agent_029,2,Good
2025-10-31T23:27:31.903514+00:00,Agent_029,3,Fair/Poor
2025-10-31T23:27:32.363948+00:00,Agent_029,4,Fair/Poor
2025-10-31T23:27:33.249260+00:00,Agent_029,5,Fair/Poor
2025-10-31T23:27:33.878317+00:00,Agent_030,1,Wrong direction
2025-10-31T23:27:34.683687+00:00,Agent_030,2,Fair/Poor
2025-10-31T23:27:35.226994+00:00,Agent_030,3,Fair/Poor
2025-10-31T23:27:35.656330+00:00,Agent_030,4,Fair/Poor
2025-10-31T23:27:36.131819+00:00,Agent_030,5,Fair/Poor
2025-10-31T23:27:36.624586+00:00,Agent_031,1,Wrong direction
2025-10-31T23:27:37.123535+00:00,Agent_031,2,Good
2025-10-31T23:27:37.574148+00:00,Agent_031,3,Fair/Poor
2025-10-31T23:27:37.961768+00:00,Agent_031,4,Fair/Poor
2025-10-31T23:27:38.710353+00:00,Agent_031,5,Fair/Poor
2025-10-31T23:27:39.151514+00:00,Agent_032,1,Wrong direction
2025-10-31T23:27:39.570215+00:00,Agent_032,2,Good
2025-10-31T23:27:40.015159+00:00,Agent_032,3,Fair/Poor
2025-10-31T23:27:40.516505+00:00,Agent_032,4,Fair/Poor
2025-10-31T23:27:41.047970+00:00,Agent_032,5,Fair/Poor
2025-10-31T23:27:41.462824+00:00,Agent_033,1,No opinion
2025-10-31T23:27:41.852589+00:00,Agent_033,2,Good
2025-10-31T23:27:42.522019+00:00,Agent_033,3,Fair/Poor
2025-10-31T23:27:42.911670+00:00,Agent_033,4,Good
2025-10-31T23:27:43.408653+00:00,Agent_033,5,Fair/Poor
2025-10-31T23:27:44.061106+00:00,Agent_034,1,Wrong direction
2025-10-31T23:27:44.580071+00:00,Agent_034,2,Fair/Poor
2025-10-31T23:27:45.092033+00:00,Agent_034,3,Fair/Poor
2025-10-31T23:27:45.503850+00:00,Agent_034,4,Good
2025-10-31T23:27:46.159492+00:00,Agent_034,5,Fair/Poor
2025-10-31T23:27:46.773811+00:00,Agent_035,1,Wrong direction
2025-10-31T23:27:47.184313+00:00,Agent_035,2,Fair/Poor
2025-10-31T23:27:47.821553+00:00,Agent_035,3,Fair/Poor
2025-10-31T23:27:48.200327+00:00,Agent_035,4,Fair/Poor
2025-10-31T23:27:48.752510+00:00,Agent_035,5,Not sure
2025-10-31T23:27:49.180006+00:00,Agent_036,1,Wrong direction
2025-10-31T23:27:50.088477+00:00,Agent_036,2,Fair/Poor
2025-10-31T23:27:50.679356+00:00,Agent_036,3,Good
2025-10-31T23:27:51.288310+00:00,Agent_036,4,Fair/Poor
2025-10-31T23:27:51.893043+00:00,Agent_036,5,Fair/Poor
2025-10-31T23:27:52.297826+00:00,Agent_037,1,Wrong direction
2025-10-31T23:27:52.691399+00:00,Agent_037,2,Good
2025-10-31T23:27:53.094683+00:00,Agent_037,3,Fair/Poor
2025-10-31T23:27:53.648519+00:00,Agent_037,4,Fair/Poor
2025-10-31T23:27:54.144724+00:00,Agent_037,5,Fair/Poor
2025-10-31T23:27:54.788742+00:00,Agent_038,1,Wrong direction
2025-10-31T23:27:55.256221+00:00,Agent_038,2,Good
2025-10-31T23:27:55.603591+00:00,Agent_038,3,Fair/Poor
2025-10-31T23:27:56.311348+00:00,Agent_038,4,Good
2025-10-31T23:27:56.869245+00:00,Agent_038,5,Fair/Poor
2025-10-31T23:27:58.095097+00:00,Agent_039,1,Wrong direction
2025-10-31T23:27:58.478462+00:00,Agent_039,2,Good
2025-10-31T23:27:59.056057+00:00,Agent_039,3,Good
2025-10-31T23:27:59.849463+00:00,Agent_039,4,Good
2025-10-31T23:28:00.322190+00:00,Agent_039,5,Fair/Poor
2025-10-31T23:28:01.056234+00:00,Agent_040,1,Wrong direction
2025-10-31T23:28:01.901018+00:00,Agent_040,2,Good
2025-10-31T23:28:02.308901+00:00,Agent_040,3,Fair/Poor
2025-10-31T23:28:02.715558+00:00,Agent_040,4,Fair/Poor
2025-10-31T23:28:03.240803+00:00,Agent_040,5,Fair/Poor
2025-10-31T23:28:03.679787+00:00,Agent_041,1,Wrong direction
2025-10-31T23:28:04.176740+00:00,Agent_041,2,Fair/Poor
2025-10-31T23:28:05.112247+00:00,Agent_041,3,Fair/Poor
2025-10-31T23:28:05.564454+00:00,Agent_041,4,Fair/Poor
2025-10-31T23:28:06.490532+00:00,Agent_041,5,Fair/Poor
2025-10-31T23:28:06.943559+00:00,Agent_042,1,Wrong direction
2025-10-31T23:28:07.448238+00:00,Agent_042,2,Fair/Poor
2025-10-31T23:28:08.229503+00:00,Agent_042,3,Fair/Poor
2025-10-31T23:28:08.691661+00:00,Agent_042,4,Good
2025-10-31T23:28:09.424160+00:00,Agent_042,5,Fair/Poor
2025-10-31T23:28:09.915665+00:00,Agent_043,1,Right direction
2025-10-31T23:28:10.446546+00:00,Agent_043,2,Good
2025-10-31T23:28:10.915983+00:00,Agent_043,3,Good
2025-10-31T23:28:11.569022+00:00,Agent_043,4,Fair/Poor
2025-10-31T23:28:12.145472+00:00,Agent_043,5,Fair/Poor
2025-10-31T23:28:12.699186+00:00,Agent_044,1,No opinion
2025-10-31T23:28:13.140275+00:00,Agent_044,2,Fair/Poor
2025-10-31T23:28:14.423513+00:00,Agent_044,3,Good
2025-10-31T23:28:14.940589+00:00,Agent_044,4,Good
2025-10-31T23:28:15.329981+00:00,Agent_044,5,Fair/Poor
2025-10-31T23:28:15.701618+00:00,Agent_045,1,Wrong direction
2025-10-31T23:28:16.200718+00:00,Agent_045,2,Good
2025-10-31T23:28:16.732494+00:00,Agent_045,3,Good
2025-10-31T23:28:17.113089+00:00,Agent_045,4,Good
2025-10-31T23:28:17.733073+00:00,Agent_045,5,Fair/Poor
2025-10-31T23:28:18.267071+00:00,Agent_046,1,Wrong direction
2025-10-31T23:28:18.673270+00:00,Agent_046,2,Good
2025-10-31T23:28:19.287563+00:00,Agent_046,3,Fair/Poor
2025-10-31T23:28:19.658774+00:00,Agent_046,4,Good
2025-10-31T23:28:20.085324+00:00,Agent_046,5,Fair/Poor
2025-10-31T23:28:20.853379+00:00,Agent_047,1,Wrong direction
2025-10-31T23:28:21.255829+00:00,Agent_047,2,Good
2025-10-31T23:28:21.817069+00:00,Agent_047,3,Fair/Poor
2025-10-31T23:28:22.425326+00:00,Agent_047,4,Good
2025-10-31T23:28:23.166651+00:00,Agent_047,5,Fair/Poor
2025-10-31T23:28:23.579033+00:00,Agent_048,1,Wrong direction
2025-10-31T23:28:24.553657+00:00,Agent_048,2,Good
2025-10-31T23:28:25.005721+00:00,Agent_048,3,Good
2025-10-31T23:28:25.405515+00:00,Agent_048,4,Fair/Poor
2025-10-31T23:28:25.812934+00:00,Agent_048,5,Fair/Poor
2025-10-31T23:28:26.216940+00:00,Agent_049,1,Wrong direction
2025-10-31T23:28:26.717979+00:00,Agent_049,2,Good
2025-10-31T23:28:27.094627+00:00,Agent_049,3,Fair/Poor
2025-10-31T23:28:27.568109+00:00,Agent_049,4,Fair/Poor
2025-10-31T23:28:28.372104+00:00,Agent_049,5,Fair/Poor
2025-10-31T23:28:28.862009+00:00,Agent_050,1,Wrong direction
2025-10-31T23:28:29.267715+00:00,Agent_050,2,Good
2025-10-31T23:28:29.782504+00:00,Agent_050,3,Fair/Poor
2025-10-31T23:28:30.156415+00:00,Agent_050,4,Good
2025-10-31T23:28:30.794762+00:00,Agent_050,5,Fair/Poor
2025-10-31T23:28:31.415881+00:00,Agent_051,1,Wrong direction
2025-10-31T23:28:31.874064+00:00,Agent_051,2,Good
2025-10-31T23:28:32.569430+00:00,Agent_051,3,Fair/Poor
2025-10-31T23:28:32.983531+00:00,Agent_051,4,Good
2025-10-31T23:28:33.375237+00:00,Agent_051,5,Fair/Poor
2025-10-31T23:28:33.829381+00:00,Agent_052,1,Wrong direction
2025-10-31T23:28:35.196201+00:00,Agent_052,2,Fair/Poor
2025-10-31T23:28:35.759009+00:00,Agent_052,3,Fair/Poor
2025-10-31T23:28:36.475194+00:00,Agent_052,4,Fair/Poor
2025-10-31T23:28:37.101213+00:00,Agent_052,5,Excellent/Very good
2025-10-31T23:28:37.607242+00:00,Agent_053,1,Wrong direction
2025-10-31T23:28:38.019472+00:00,Agent_053,2,Fair/Poor
2025-10-31T23:28:38.438073+00:00,Agent_053,3,Fair/Poor
2025-10-31T23:28:39.008895+00:00,Agent_053,4,Fair/Poor
2025-10-31T23:28:39.550113+00:00,Agent_053,5,Fair/Poor
2025-10-31T23:28:40.021270+00:00,Agent_054,1,Right direction
2025-10-31T23:28:41.290422+00:00,Agent_054,2,Good
2025-10-31T23:28:41.771830+00:00,Agent_054,3,Good
2025-10-31T23:28:42.250891+00:00,Agent_054,4,Good
2025-10-31T23:28:42.842380+00:00,Agent_054,5,Fair/Poor
2025-10-31T23:28:43.220220+00:00,Agent_055,1,Wrong direction
2025-10-31T23:28:43.933273+00:00,Agent_055,2,Fair/Poor
2025-10-31T23:28:44.535875+00:00,Agent_055,3,Fair/Poor
2025-10-31T23:28:45.031945+00:00,Agent_055,4,Fair/Poor
2025-10-31T23:28:45.439885+00:00,Agent_055,5,Fair/Poor
2025-10-31T23:28:45.844718+00:00,Agent_056,1,Wrong direction
2025-10-31T23:28:46.301458+00:00,Agent_056,2,Good
2025-10-31T23:28:46.778252+00:00,Agent_056,3,Good
2025-10-31T23:28:48.660035+00:00,Agent_056,4,Good
2025-10-31T23:28:49.236894+00:00,Agent_056,5,Fair/Poor
2025-10-31T23:28:49.750433+00:00,Agent_057,1,Wrong direction
2025-10-31T23:28:50.199146+00:00,Agent_057,2,Good
2025-10-31T23:28:50.823355+00:00,Agent_057,3,Fair/Poor
2025-10-31T23:28:51.369343+00:00,Agent_057,4,Good
2025-10-31T23:28:52.020987+00:00,Agent_057,5,Fair/Poor
2025-10-31T23:28:52.442215+00:00,Agent_058,1,Wrong direction
2025-10-31T23:28:52.868887+00:00,Agent_058,2,Good
2025-10-31T23:28:53.485243+00:00,Agent_058,3,Fair/Poor
2025-10-31T23:28:53.892021+00:00,Agent_058,4,Good
2025-10-31T23:28:54.487599+00:00,Agent_058,5,Fair/Poor
2025-10-31T23:28:54.918267+00:00,Agent_059,1,Wrong direction
2025-10-31T23:28:55.539979+00:00,Agent_059,2,Good
2025-10-31T23:28:55.902848+00:00,Agent_059,3,Good
2025-10-31T23:28:56.307660+00:00,Agent_059,4,Good
2025-10-31T23:28:56.700809+00:00,Agent_059,5,Fair/Poor
2025-10-31T23:28:57.188487+00:00,Agent_060,1,Wrong direction
2025-10-31T23:28:57.637133+00:00,Agent_060,2,Good
2025-10-31T23:28:58.142631+00:00,Agent_060,3,Good
2025-10-31T23:28:58.678491+00:00,Agent_060,4,Good
2025-10-31T23:28:59.087952+00:00,Agent_060,5,Fair/Poor
2025-10-31T23:28:59.479067+00:00,Agent_061,1,No opinion
2025-10-31T23:28:59.936592+00:00,Agent_061,2,Good
2025-10-31T23:29:00.482887+00:00,Agent_061,3,Fair/Poor
2025-10-31T23:29:00.833770+00:00,Agent_061,4,Good
2025-10-31T23:29:01.295857+00:00,Agent_061,5,Fair/Poor
2025-10-31T23:29:01.828525+00:00,Agent_062,1,Wrong direction
2025-10-31T23:29:02.325868+00:00,Agent_062,2,Good
2025-10-31T23:29:02.906284+00:00,Agent_062,3,Fair/Poor
2025-10-31T23:29:03.278683+00:00,Agent_062,4,Good
2025-10-31T23:29:03.670281+00:00,Agent_062,5,Fair/Poor
2025-10-31T23:29:04.104071+00:00,Agent_063,1,No opinion
2025-10-31T23:29:04.663000+00:00,Agent_063,2,Good
2025-10-31T23:29:05.142629+00:00,Agent_063,3,Fair/Poor
2025-10-31T23:29:05.593204+00:00,Agent_063,4,Good
2025-10-31T23:29:06.342710+00:00,Agent_063,5,Fair/Poor
2025-10-31T23:29:06.787361+00:00,Agent_064,1,Wrong direction
2025-10-31T23:29:07.231487+00:00,Agent_064,2,Good
2025-10-31T23:29:07.671532+00:00,Agent_064,3,Fair/Poor
2025-10-31T23:29:08.191455+00:00,Agent_064,4,Good
2025-10-31T23:29:08.674894+00:00,Agent_064,5,Fair/Poor
2025-10-31T23:29:09.171038+00:00,Agent_065,1,Wrong direction
2025-10-31T23:29:09.652375+00:00,Agent_065,2,Fair/Poor
2025-10-31T23:29:09.938057+00:00,Agent_065,3,Good
2025-10-31T23:29:10.370075+00:00,Agent_065,4,Good
2025-10-31T23:29:10.772553+00:00,Agent_065,5,Fair/Poor
2025-10-31T23:29:11.160783+00:00,Agent_066,1,Wrong direction
2025-10-31T23:29:11.565053+00:00,Agent_066,2,Good
2025-10-31T23:29:12.226666+00:00,Agent_066,3,Fair/Poor
2025-10-31T23:29:12.598740+00:00,Agent_066,4,Good
2025-10-31T23:29:13.951152+00:00,Agent_066,5,Fair/Poor
2025-10-31T23:29:14.349608+00:00,Agent_067,1,Wrong direction
2025-10-31T23:29:14.929153+00:00,Agent_067,2,Fair/Poor
2025-10-31T23:29:15.614257+00:00,Agent_067,3,Fair/Poor
2025-10-31T23:29:16.058528+00:00,Agent_067,4,Fair/Poor
2025-10-31T23:29:16.522761+00:00,Agent_067,5,Fair/Poor
2025-10-31T23:29:16.926495+00:00,Agent_068,1,No opinion
2025-10-31T23:29:17.426134+00:00,Agent_068,2,Good
2025-10-31T23:29:17.988076+00:00,Agent_068,3,Fair/Poor
2025-10-31T23:29:18.492532+00:00,Agent_068,4,Good
2025-10-31T23:29:19.058471+00:00,Agent_068,5,Fair/Poor
2025-10-31T23:29:19.509232+00:00,Agent_069,1,Right direction
2025-10-31T23:29:19.925499+00:00,Agent_069,2,Good
2025-10-31T23:29:20.480592+00:00,Agent_069,3,Good
2025-10-31T23:29:20.830121+00:00,Agent_069,4,Good
2025-10-31T23:29:21.530259+00:00,Agent_069,5,Fair/Poor
2025-10-31T23:29:22.022727+00:00,Agent_070,1,Wrong direction
2025-10-31T23:29:22.600231+00:00,Agent_070,2,Good
2025-10-31T23:29:23.134609+00:00,Agent_070,3,Fair/Poor
2025-10-31T23:29:23.917002+00:00,Agent_070,4,Fair/Poor
2025-10-31T23:29:24.416397+00:00,Agent_070,5,Fair/Poor
2025-10-31T23:29:24.943180+00:00,Agent_071,1,Wrong direction
2025-10-31T23:29:25.327728+00:00,Agent_071,2,Good
2025-10-31T23:29:26.307221+00:00,Agent_071,3,Fair/Poor
2025-10-31T23:29:26.708495+00:00,Agent_071,4,Good
2025-10-31T23:29:28.059471+00:00,Agent_071,5,Fair/Poor
2025-10-31T23:29:28.456313+00:00,Agent_072,1,Right direction
2025-10-31T23:29:28.960678+00:00,Agent_072,2,Good
2025-10-31T23:29:29.538018+00:00,Agent_072,3,Fair/Poor
2025-10-31T23:29:30.328323+00:00,Agent_072,4,Good
2025-10-31T23:29:31.009461+00:00,Agent_072,5,Fair/Poor
2025-10-31T23:29:31.573823+00:00,Agent_073,1,Wrong direction
2025-10-31T23:29:32.056841+00:00,Agent_073,2,Good
2025-10-31T23:29:32.488361+00:00,Agent_073,3,Fair/Poor
2025-10-31T23:29:32.817142+00:00,Agent_073,4,Good
2025-10-31T23:29:33.359378+00:00,Agent_073,5,Fair/Poor
2025-10-31T23:29:33.695211+00:00,Agent_074,1,Wrong direction
2025-10-31T23:29:34.165238+00:00,Agent_074,2,Good
2025-10-31T23:29:34.705254+00:00,Agent_074,3,Fair/Poor
2025-10-31T23:29:35.182331+00:00,Agent_074,4,Fair/Poor
2025-10-31T23:29:35.717697+00:00,Agent_074,5,Fair/Poor
2025-10-31T23:29:36.656725+00:00,Agent_075,1,Wrong direction
2025-10-31T23:29:37.065367+00:00,Agent_075,2,Good
2025-10-31T23:29:37.540431+00:00,Agent_075,3,Fair/Poor
2025-10-31T23:29:38.003550+00:00,Agent_075,4,Good
2025-10-31T23:29:38.538759+00:00,Agent_075,5,Fair/Poor
2025-10-31T23:29:39.038502+00:00,Agent_076,1,Wrong direction
2025-10-31T23:29:40.109779+00:00,Agent_076,2,Fair/Poor
2025-10-31T23:29:40.828644+00:00,Agent_076,3,Fair/Poor
2025-10-31T23:29:41.374662+00:00,Agent_076,4,Good
2025-10-31T23:29:41.980425+00:00,Agent_076,5,Fair/Poor
2025-10-31T23:29:42.304536+00:00,Agent_077,1,Wrong direction
2025-10-31T23:29:42.801778+00:00,Agent_077,2,Good
2025-10-31T23:29:43.201537+00:00,Agent_077,3,Good
2025-10-31T23:29:43.699152+00:00,Agent_077,4,Fair/Poor
2025-10-31T23:29:44.121190+00:00,Agent_077,5,Fair/Poor
2025-10-31T23:29:44.770158+00:00,Agent_078,1,Wrong direction
2025-10-31T23:29:45.248612+00:00,Agent_078,2,Fair/Poor
2025-10-31T23:29:45.797980+00:00,Agent_078,3,Good
2025-10-31T23:29:46.190644+00:00,Agent_078,4,Good
2025-10-31T23:29:47.028244+00:00,Agent_078,5,Fair/Poor
2025-10-31T23:29:49.877843+00:00,Agent_079,1,Wrong direction
2025-10-31T23:29:50.230668+00:00,Agent_079,2,Good
2025-10-31T23:29:50.652711+00:00,Agent_079,3,Fair/Poor
2025-10-31T23:29:51.728151+00:00,Agent_079,4,Good
2025-10-31T23:29:52.188613+00:00,Agent_079,5,Fair/Poor
2025-10-31T23:29:53.059945+00:00,Agent_080,1,No opinion
2025-10-31T23:29:53.539551+00:00,Agent_080,2,Good
2025-10-31T23:29:54.182143+00:00,Agent_080,3,Good
2025-10-31T23:29:54.576485+00:00,Agent_080,4,Good
2025-10-31T23:29:55.096874+00:00,Agent_080,5,Fair/Poor
2025-10-31T23:29:55.727044+00:00,Agent_081,1,Wrong direction
2025-10-31T23:29:56.133739+00:00,Agent_081,2,Fair/Poor
2025-10-31T23:29:56.822108+00:00,Agent_081,3,Fair/Poor
2025-10-31T23:29:57.323708+00:00,Agent_081,4,Fair/Poor
2025-10-31T23:29:57.787980+00:00,Agent_081,5,Fair/Poor
2025-10-31T23:29:58.351012+00:00,Agent_082,1,Wrong direction
2025-10-31T23:29:58.852793+00:00,Agent_082,2,Good
2025-10-31T23:29:59.455515+00:00,Agent_082,3,Fair/Poor
