timestamp,RU_id,question_id,response
2025-11-11T17:37:03.534892+00:00,RU_054,4,Fair/Poor
2025-11-11T17:37:05.080128+00:00,RU_054,5,Fair/Poor
2025-11-11T17:37:05.894418+00:00,RU_055,1,Wrong direction
2025-11-11T17:37:06.421009+00:00,RU_055,2,Good
2025-11-11T17:37:07.801723+00:00,RU_055,3,Fair/Poor
2025-11-11T17:37:08.909463+00:00,RU_055,4,Good
2025-11-11T17:37:11.668700+00:00,RU_055,5,Fair/Poor
2025-11-11T17:37:12.453015+00:00,RU_056,1,Wrong direction
2025-11-11T17:37:13.570595+00:00,RU_056,2,Fair/Poor
2025-11-11T17:37:18.222867+00:00,RU_056,3,Good
2025-11-11T17:37:18.920767+00:00,RU_056,4,Good
2025-11-11T17:37:19.797463+00:00,RU_056,5,Fair/Poor
2025-11-11T17:37:20.613829+00:00,RU_057,1,Wrong direction
2025-11-11T17:37:21.368073+00:00,RU_057,2,Good
2025-11-11T17:37:22.415766+00:00,RU_057,3,Fair/Poor
2025-11-11T17:37:23.491625+00:00,RU_057,4,Fair/Poor
2025-11-11T17:37:24.320638+00:00,RU_057,5,Fair/Poor
2025-11-11T17:37:25.979579+00:00,RU_058,1,Wrong direction
2025-11-11T17:37:26.685206+00:00,RU_058,2,Good
2025-11-11T17:37:27.505316+00:00,RU_058,3,Fair/Poor
2025-11-11T17:37:28.543809+00:00,RU_058,4,Good
2025-11-11T17:37:29.142250+00:00,RU_058,5,Fair/Poor
2025-11-11T17:37:29.756266+00:00,RU_059,1,Wrong direction
2025-11-11T17:37:30.424215+00:00,RU_059,2,Fair/Poor
2025-11-11T17:37:31.294009+00:00,RU_059,3,Fair/Poor
2025-11-11T17:37:32.507621+00:00,RU_059,4,Fair/Poor
2025-11-11T17:37:33.136554+00:00,RU_059,5,Fair/Poor
2025-11-11T17:37:33.779184+00:00,RU_060,1,Wrong direction
2025-11-11T17:37:34.670608+00:00,RU_060,2,Good
2025-11-11T17:37:35.338602+00:00,RU_060,3,Good
2025-11-11T17:37:36.646558+00:00,RU_060,4,Good
2025-11-11T17:37:37.339315+00:00,RU_060,5,Fair/Poor
2025-11-11T17:37:38.460868+00:00,RU_061,1,Wrong direction
2025-11-11T17:37:39.075077+00:00,RU_061,2,Good
2025-11-11T17:37:40.008498+00:00,RU_061,3,Fair/Poor
2025-11-11T17:37:40.813939+00:00,RU_061,4,Fair/Poor
2025-11-11T17:37:41.327097+00:00,RU_061,5,Not sure
2025-11-11T17:37:41.940185+00:00,RU_062,1,Wrong direction
2025-11-11T17:37:42.451804+00:00,RU_062,2,Fair/Poor
2025-11-11T17:37:43.730788+00:00,RU_062,3,Fair/Poor
2025-11-11T17:37:44.399802+00:00,RU_062,4,Fair/Poor
2025-11-11T17:37:45.424047+00:00,RU_062,5,Fair/Poor
2025-11-11T17:37:46.256319+00:00,RU_063,1,Wrong direction
2025-11-11T17:37:46.870060+00:00,RU_063,2,Good
2025-11-11T17:37:47.371162+00:00,RU_063,3,Good
2025-11-11T17:37:48.190299+00:00,RU_063,4,Good
2025-11-11T17:37:49.112598+00:00,RU_063,5,Fair/Poor
2025-11-11T17:37:49.621267+00:00,RU_064,1,Wrong direction
2025-11-11T17:37:50.445813+00:00,RU_064,2,Fair/Poor
2025-11-11T17:37:51.465566+00:00,RU_064,3,Fair/Poor
2025-11-11T17:37:52.184003+00:00,RU_064,4,Good
2025-11-11T17:37:52.693399+00:00,RU_064,5,Fair/Poor
2025-11-11T17:37:53.614410+00:00,RU_065,1,Wrong direction
2025-11-11T17:37:54.743014+00:00,RU_065,2,Good
2025-11-11T17:37:55.258128+00:00,RU_065,3,Good
2025-11-11T17:37:55.971270+00:00,RU_065,4,Good
2025-11-11T17:37:56.791815+00:00,RU_065,5,Fair/Poor
2025-11-11T17:37:57.585160+00:00,RU_066,1,Wrong direction
2025-11-11T17:37:58.842751+00:00,RU_066,2,Good
2025-11-11T17:37:59.761873+00:00,RU_066,3,Good
2025-11-11T17:38:00.347018+00:00,RU_066,4,Good
2025-11-11T17:38:01.088769+00:00,RU_066,5,Fair/Poor
2025-11-11T17:38:01.808195+00:00,RU_067,1,Wrong direction
2025-11-11T17:38:02.329457+00:00,RU_067,2,Fair/Poor
2025-11-11T17:38:03.355609+00:00,RU_067,3,Good
2025-11-11T17:38:03.956620+00:00,RU_067,4,Good
2025-11-11T17:38:04.981113+00:00,RU_067,5,Fair/Poor
2025-11-11T17:38:18.910302+00:00,RU_068,1,Wrong direction
2025-11-11T17:38:19.523022+00:00,RU_068,2,Good
2025-11-11T17:38:20.648832+00:00,RU_068,3,Fair/Poor
2025-11-11T17:38:21.364726+00:00,RU_068,4,Fair/Poor
2025-11-11T17:38:21.876785+00:00,RU_068,5,Fair/Poor
2025-11-11T17:38:23.311521+00:00,RU_069,1,Wrong direction
2025-11-11T17:38:24.049318+00:00,RU_069,2,Good
2025-11-11T17:38:24.947653+00:00,RU_069,3,Good
2025-11-11T17:38:25.596986+00:00,RU_069,4,Good
2025-11-11T17:38:26.074646+00:00,RU_069,5,Fair/Poor
2025-11-11T17:38:26.623234+00:00,RU_070,1,Wrong direction
2025-11-11T17:38:27.523741+00:00,RU_070,2,Good
2025-11-11T17:38:28.530240+00:00,RU_070,3,Fair/Poor
2025-11-11T17:38:29.533878+00:00,RU_070,4,Fair/Poor
2025-11-11T17:38:30.291462+00:00,RU_070,5,Fair/Poor
2025-11-11T17:38:31.106542+00:00,RU_071,1,Wrong direction
2025-11-11T17:38:31.844195+00:00,RU_071,2,Good
2025-11-11T17:38:32.447282+00:00,RU_071,3,Fair/Poor
2025-11-11T17:38:32.912545+00:00,RU_071,4,Fair/Poor
2025-11-11T17:38:33.565606+00:00,RU_071,5,Fair/Poor
2025-11-11T17:38:34.532004+00:00,RU_072,1,Wrong direction
2025-11-11T17:38:35.471370+00:00,RU_072,2,Good
2025-11-11T17:38:36.348389+00:00,RU_072,3,Fair/Poor
2025-11-11T17:38:36.967471+00:00,RU_072,4,Fair/Poor
2025-11-11T17:38:37.814972+00:00,RU_072,5,Fair/Poor
2025-11-11T17:38:38.607081+00:00,RU_073,1,Wrong direction
2025-11-11T17:38:39.216350+00:00,RU_073,2,Good
2025-11-11T17:38:40.120900+00:00,RU_073,3,Fair/Poor
2025-11-11T17:38:40.960687+00:00,RU_073,4,Fair/Poor
2025-11-11T17:38:41.746420+00:00,RU_073,5,Fair/Poor
2025-11-11T17:38:42.526811+00:00,RU_074,1,Wrong direction
2025-11-11T17:38:43.360248+00:00,RU_074,2,Good
2025-11-11T17:38:44.711553+00:00,RU_074,3,Fair/Poor
2025-11-11T17:38:45.536907+00:00,RU_074,4,Fair/Poor
2025-11-11T17:38:46.163086+00:00,RU_074,5,Fair/Poor
2025-11-11T17:38:46.759988+00:00,RU_075,1,Wrong direction
2025-11-11T17:38:47.431415+00:00,RU_075,2,Good
2025-11-11T17:38:48.825976+00:00,RU_075,3,Fair/Poor
2025-11-11T17:38:49.381156+00:00,RU_075,4,Good
2025-11-11T17:38:50.080585+00:00,RU_075,5,Fair/Poor
2025-11-11T17:38:50.616707+00:00,RU_076,1,Wrong direction
2025-11-11T17:38:51.371378+00:00,RU_076,2,Fair/Poor
2025-11-11T17:38:52.088053+00:00,RU_076,3,Fair/Poor
2025-11-11T17:38:53.007534+00:00,RU_076,4,Fair/Poor
2025-11-11T17:38:53.518775+00:00,RU_076,5,Fair/Poor
2025-11-11T17:38:54.442174+00:00,RU_077,1,Wrong direction
2025-11-11T17:38:54.964865+00:00,RU_077,2,Good
2025-11-11T17:38:55.565928+00:00,RU_077,3,Good
2025-11-11T17:38:56.386925+00:00,RU_077,4,Fair/Poor
2025-11-11T17:38:58.744871+00:00,RU_077,5,Fair/Poor
2025-11-11T17:38:59.458194+00:00,RU_078,1,Wrong direction
2025-11-11T17:38:59.973415+00:00,RU_078,2,Good
2025-11-11T17:39:00.684626+00:00,RU_078,3,Fair/Poor
2025-11-11T17:39:01.608883+00:00,RU_078,4,Fair/Poor
2025-11-11T17:39:02.405714+00:00,RU_078,5,Fair/Poor
2025-11-11T17:39:03.147537+00:00,RU_079,1,Wrong direction
2025-11-11T17:39:03.759972+00:00,RU_079,2,Good
2025-11-11T17:39:04.379074+00:00,RU_079,3,Fair/Poor
2025-11-11T17:39:05.090805+00:00,RU_079,4,Good
2025-11-11T17:39:05.703843+00:00,RU_079,5,Fair/Poor
2025-11-11T17:39:06.627173+00:00,RU_080,1,Wrong direction
2025-11-11T17:39:07.341714+00:00,RU_080,2,Good
2025-11-11T17:39:07.956390+00:00,RU_080,3,Good
2025-11-11T17:39:08.570766+00:00,RU_080,4,Good
2025-11-11T17:39:09.288177+00:00,RU_080,5,Fair/Poor
2025-11-11T17:39:10.108316+00:00,RU_081,1,Wrong direction
2025-11-11T17:39:11.234667+00:00,RU_081,2,Fair/Poor
2025-11-11T17:39:11.780895+00:00,RU_081,3,Fair/Poor
2025-11-11T17:39:12.565415+00:00,RU_081,4,Fair/Poor
2025-11-11T17:39:13.082039+00:00,RU_081,5,Fair/Poor
2025-11-11T17:39:13.631293+00:00,RU_082,1,Wrong direction
2025-11-11T17:39:14.202413+00:00,RU_082,2,Good
2025-11-11T17:39:15.123951+00:00,RU_082,3,Fair/Poor
2025-11-11T17:39:15.841190+00:00,RU_082,4,Fair/Poor
2025-11-11T17:39:16.689216+00:00,RU_082,5,Not sure
2025-11-11T17:39:20.307649+00:00,RU_083,1,Wrong direction
2025-11-11T17:39:21.141861+00:00,RU_083,2,Good
2025-11-11T17:39:21.665477+00:00,RU_083,3,Good
2025-11-11T17:39:22.510451+00:00,RU_083,4,Good
2025-11-11T17:39:23.238146+00:00,RU_083,5,Fair/Poor
2025-11-11T17:39:23.931635+00:00,RU_084,1,Wrong direction
2025-11-11T17:39:24.660445+00:00,RU_084,2,Fair/Poor
