timestamp,RUS_id,question_id,response
2025-11-10T22:10:50.889997+00:00,RUS_028,2,Good
2025-11-10T22:10:53.012282+00:00,RUS_028,3,Good
2025-11-10T22:10:53.524611+00:00,RUS_028,4,Good
2025-11-10T22:10:54.896150+00:00,RUS_028,5,Fair/Poor
2025-11-10T22:10:55.446660+00:00,RUS_029,1,No opinion
2025-11-10T22:10:56.298479+00:00,RUS_029,2,Good
2025-11-10T22:10:57.358681+00:00,RUS_029,3,Fair/Poor
2025-11-10T22:10:58.045226+00:00,RUS_029,4,Good
2025-11-10T22:10:59.048964+00:00,RUS_029,5,Fair/Poor
2025-11-10T22:10:59.737909+00:00,RUS_030,1,Wrong direction
2025-11-10T22:11:00.808899+00:00,RUS_030,2,Fair/Poor
2025-11-10T22:11:01.402436+00:00,RUS_030,3,Fair/Poor
2025-11-10T22:11:01.907082+00:00,RUS_030,4,Good
2025-11-10T22:11:02.410132+00:00,RUS_030,5,Fair/Poor
2025-11-10T22:11:03.407935+00:00,RUS_031,1,Wrong direction
2025-11-10T22:11:03.897041+00:00,RUS_031,2,Good
2025-11-10T22:11:04.524454+00:00,RUS_031,3,Fair/Poor
2025-11-10T22:11:05.143700+00:00,RUS_031,4,Good
2025-11-10T22:11:05.790992+00:00,RUS_031,5,Excellent/Very good
2025-11-10T22:11:08.166125+00:00,RUS_032,1,Wrong direction
2025-11-10T22:11:08.698922+00:00,RUS_032,2,Good
2025-11-10T22:11:09.677115+00:00,RUS_032,3,Fair/Poor
2025-11-10T22:11:10.202425+00:00,RUS_032,4,Fair/Poor
2025-11-10T22:11:10.716815+00:00,RUS_032,5,Fair/Poor
2025-11-10T22:11:11.425391+00:00,RUS_033,1,No opinion
2025-11-10T22:11:12.251632+00:00,RUS_033,2,Good
2025-11-10T22:11:13.570401+00:00,RUS_033,3,Good
2025-11-10T22:11:13.909136+00:00,RUS_033,4,Fair/Poor
2025-11-10T22:11:14.708720+00:00,RUS_033,5,Fair/Poor
2025-11-10T22:11:16.083281+00:00,RUS_034,1,Wrong direction
2025-11-10T22:11:16.786071+00:00,RUS_034,2,Fair/Poor
2025-11-10T22:11:17.365114+00:00,RUS_034,3,Fair/Poor
2025-11-10T22:11:18.465248+00:00,RUS_034,4,Good
2025-11-10T22:11:19.157150+00:00,RUS_034,5,Fair/Poor
2025-11-10T22:11:20.737327+00:00,RUS_035,1,Wrong direction
2025-11-10T22:11:21.397310+00:00,RUS_035,2,Good
2025-11-10T22:11:22.038209+00:00,RUS_035,3,Fair/Poor
2025-11-10T22:11:22.626898+00:00,RUS_035,4,Fair/Poor
2025-11-10T22:11:23.259534+00:00,RUS_035,5,Fair/Poor
2025-11-10T22:11:23.803021+00:00,RUS_036,1,Wrong direction
2025-11-10T22:11:24.693149+00:00,RUS_036,2,Good
2025-11-10T22:11:25.614651+00:00,RUS_036,3,Fair/Poor
2025-11-10T22:11:26.031688+00:00,RUS_036,4,Good
2025-11-10T22:11:26.753947+00:00,RUS_036,5,Fair/Poor
2025-11-10T22:11:27.361708+00:00,RUS_037,1,Wrong direction
2025-11-10T22:11:27.899734+00:00,RUS_037,2,Good
2025-11-10T22:11:28.493908+00:00,RUS_037,3,Fair/Poor
2025-11-10T22:11:29.921626+00:00,RUS_037,4,Fair/Poor
2025-11-10T22:11:30.601456+00:00,RUS_037,5,Fair/Poor
2025-11-10T22:11:31.286275+00:00,RUS_038,1,No opinion
2025-11-10T22:11:31.678564+00:00,RUS_038,2,Good
2025-11-10T22:11:32.442074+00:00,RUS_038,3,Good
2025-11-10T22:11:32.937332+00:00,RUS_038,4,Good
2025-11-10T22:11:34.352145+00:00,RUS_038,5,Fair/Poor
2025-11-10T22:11:35.151317+00:00,RUS_039,1,Wrong direction
2025-11-10T22:11:35.891262+00:00,RUS_039,2,Good
2025-11-10T22:11:37.160762+00:00,RUS_039,3,Fair/Poor
2025-11-10T22:11:37.632196+00:00,RUS_039,4,Fair/Poor
2025-11-10T22:11:38.222460+00:00,RUS_039,5,Not sure
2025-11-10T22:11:38.691957+00:00,RUS_040,1,Wrong direction
2025-11-10T22:11:39.297844+00:00,RUS_040,2,Good
2025-11-10T22:11:41.279683+00:00,RUS_040,3,Fair/Poor
2025-11-10T22:11:50.311726+00:00,RUS_040,4,Good
2025-11-10T22:11:51.086445+00:00,RUS_040,5,Fair/Poor
2025-11-10T22:11:54.734740+00:00,RUS_041,1,Wrong direction
2025-11-10T22:11:55.473337+00:00,RUS_041,2,Good
2025-11-10T22:11:56.781257+00:00,RUS_041,3,Fair/Poor
2025-11-10T22:11:57.341893+00:00,RUS_041,4,Fair/Poor
2025-11-10T22:11:57.933533+00:00,RUS_041,5,Fair/Poor
2025-11-10T22:11:58.445208+00:00,RUS_042,1,Wrong direction
2025-11-10T22:11:58.951061+00:00,RUS_042,2,Good
2025-11-10T22:11:59.729591+00:00,RUS_042,3,Fair/Poor
2025-11-10T22:12:00.201026+00:00,RUS_042,4,Good
2025-11-10T22:12:00.573251+00:00,RUS_042,5,Excellent/Very good
2025-11-10T22:12:00.939924+00:00,RUS_043,1,No opinion
2025-11-10T22:12:01.492909+00:00,RUS_043,2,Good
2025-11-10T22:12:02.333858+00:00,RUS_043,3,Fair/Poor
2025-11-10T22:12:03.157809+00:00,RUS_043,4,Fair/Poor
2025-11-10T22:12:03.862185+00:00,RUS_043,5,Fair/Poor
2025-11-10T22:12:04.529294+00:00,RUS_044,1,Right direction
2025-11-10T22:12:05.989161+00:00,RUS_044,2,Good
2025-11-10T22:12:06.807037+00:00,RUS_044,3,Fair/Poor
2025-11-10T22:12:07.446673+00:00,RUS_044,4,Fair/Poor
2025-11-10T22:12:08.214555+00:00,RUS_044,5,Fair/Poor
2025-11-10T22:12:08.601821+00:00,RUS_045,1,Wrong direction
2025-11-10T22:12:09.142486+00:00,RUS_045,2,Good
2025-11-10T22:12:09.701888+00:00,RUS_045,3,Fair/Poor
2025-11-10T22:12:10.374281+00:00,RUS_045,4,Good
2025-11-10T22:12:10.919406+00:00,RUS_045,5,Fair/Poor
2025-11-10T22:12:11.431039+00:00,RUS_046,1,Wrong direction
2025-11-10T22:12:13.130917+00:00,RUS_046,2,Good
2025-11-10T22:12:13.918814+00:00,RUS_046,3,Fair/Poor
2025-11-10T22:12:14.953477+00:00,RUS_046,4,Fair/Poor
2025-11-10T22:12:15.354227+00:00,RUS_046,5,Fair/Poor
2025-11-10T22:12:15.816256+00:00,RUS_047,1,No opinion
2025-11-10T22:12:16.482371+00:00,RUS_047,2,Good
2025-11-10T22:12:17.057993+00:00,RUS_047,3,Fair/Poor
2025-11-10T22:12:17.942236+00:00,RUS_047,4,Good
2025-11-10T22:12:18.617409+00:00,RUS_047,5,Fair/Poor
2025-11-10T22:12:19.205168+00:00,RUS_048,1,Wrong direction
2025-11-10T22:12:24.065246+00:00,RUS_048,2,Good
2025-11-10T22:12:25.022603+00:00,RUS_048,3,Fair/Poor
2025-11-10T22:12:25.818093+00:00,RUS_048,4,Good
2025-11-10T22:12:26.957912+00:00,RUS_048,5,Fair/Poor
2025-11-10T22:12:28.138013+00:00,RUS_049,1,Wrong direction
2025-11-10T22:12:29.176888+00:00,RUS_049,2,Fair/Poor
2025-11-10T22:12:29.841031+00:00,RUS_049,3,Fair/Poor
2025-11-10T22:12:30.265825+00:00,RUS_049,4,Fair/Poor
2025-11-10T22:12:31.620689+00:00,RUS_049,5,Fair/Poor
2025-11-10T22:12:32.402080+00:00,RUS_050,1,Wrong direction
2025-11-10T22:12:32.797121+00:00,RUS_050,2,Good
2025-11-10T22:12:33.454055+00:00,RUS_050,3,Fair/Poor
2025-11-10T22:12:34.027407+00:00,RUS_050,4,Good
2025-11-10T22:12:34.941525+00:00,RUS_050,5,Fair/Poor
2025-11-10T22:12:35.576617+00:00,RUS_051,1,Wrong direction
2025-11-10T22:12:36.639212+00:00,RUS_051,2,Fair/Poor
2025-11-10T22:12:37.298476+00:00,RUS_051,3,Fair/Poor
2025-11-10T22:12:38.317528+00:00,RUS_051,4,Fair/Poor
2025-11-10T22:12:39.019710+00:00,RUS_051,5,Good
2025-11-10T22:12:39.644110+00:00,RUS_052,1,Wrong direction
2025-11-10T22:12:40.954352+00:00,RUS_052,2,Fair/Poor
2025-11-10T22:12:41.396553+00:00,RUS_052,3,Fair/Poor
2025-11-10T22:12:41.918322+00:00,RUS_052,4,Fair/Poor
2025-11-10T22:12:42.764967+00:00,RUS_052,5,Fair/Poor
2025-11-10T22:12:43.246628+00:00,RUS_053,1,Wrong direction
2025-11-10T22:12:43.900944+00:00,RUS_053,2,Fair/Poor
2025-11-10T22:12:44.577843+00:00,RUS_053,3,Fair/Poor
2025-11-10T22:12:45.385482+00:00,RUS_053,4,Fair/Poor
2025-11-10T22:12:45.804996+00:00,RUS_053,5,Fair/Poor
2025-11-10T22:12:46.640498+00:00,RUS_054,1,No opinion
2025-11-10T22:12:47.203221+00:00,RUS_054,2,Good
2025-11-10T22:12:48.272367+00:00,RUS_054,3,Good
2025-11-10T22:12:49.278558+00:00,RUS_054,4,Good
2025-11-10T22:12:50.108019+00:00,RUS_054,5,Fair/Poor
2025-11-10T22:12:50.746932+00:00,RUS_055,1,Wrong direction
2025-11-10T22:12:51.282819+00:00,RUS_055,2,Fair/Poor
2025-11-10T22:12:52.316702+00:00,RUS_055,3,Fair/Poor
2025-11-10T22:12:52.795384+00:00,RUS_055,4,Fair/Poor
2025-11-10T22:12:53.307552+00:00,RUS_055,5,Fair/Poor
2025-11-10T22:12:53.722504+00:00,RUS_056,1,Wrong direction
2025-11-10T22:12:54.289176+00:00,RUS_056,2,Good
2025-11-10T22:12:55.277594+00:00,RUS_056,3,Fair/Poor
2025-11-10T22:12:55.992096+00:00,RUS_056,4,Fair/Poor
2025-11-10T22:12:57.159528+00:00,RUS_056,5,Fair/Poor
2025-11-10T22:12:57.824850+00:00,RUS_057,1,Wrong direction
2025-11-10T22:12:58.428726+00:00,RUS_057,2,Good
2025-11-10T22:13:01.096124+00:00,RUS_057,3,Good
2025-11-10T22:13:02.904971+00:00,RUS_057,4,Fair/Poor
2025-11-10T22:13:03.693798+00:00,RUS_057,5,Excellent/Very good
2025-11-10T22:13:04.204975+00:00,RUS_058,1,Wrong direction
2025-11-10T22:13:04.461959+00:00,RUS_058,2,Good
2025-11-10T22:13:06.275674+00:00,RUS_058,3,Fair/Poor
2025-11-10T22:13:06.988428+00:00,RUS_058,4,Good
2025-11-10T22:13:07.464928+00:00,RUS_058,5,Fair/Poor
2025-11-10T22:13:07.784790+00:00,RUS_059,1,Wrong direction
2025-11-10T22:13:08.749756+00:00,RUS_059,2,Fair/Poor
2025-11-10T22:13:09.310251+00:00,RUS_059,3,Fair/Poor
2025-11-10T22:13:10.170204+00:00,RUS_059,4,Good
2025-11-10T22:13:11.070578+00:00,RUS_059,5,Fair/Poor
2025-11-10T22:13:11.465668+00:00,RUS_060,1,Wrong direction
2025-11-10T22:13:11.870014+00:00,RUS_060,2,Good
2025-11-10T22:13:12.708370+00:00,RUS_060,3,Good
2025-11-10T22:13:13.230663+00:00,RUS_060,4,Good
2025-11-10T22:13:13.784925+00:00,RUS_060,5,Fair/Poor
2025-11-10T22:13:14.346909+00:00,RUS_061,1,No opinion
2025-11-10T22:13:14.952189+00:00,RUS_061,2,Good
2025-11-10T22:13:15.669372+00:00,RUS_061,3,Fair/Poor
2025-11-10T22:13:16.481291+00:00,RUS_061,4,Fair/Poor
2025-11-10T22:13:17.149674+00:00,RUS_061,5,Fair/Poor
2025-11-10T22:13:17.668626+00:00,RUS_062,1,Wrong direction
2025-11-10T22:13:18.275123+00:00,RUS_062,2,Fair/Poor
2025-11-10T22:13:18.893510+00:00,RUS_062,3,Fair/Poor
2025-11-10T22:13:19.528798+00:00,RUS_062,4,Fair/Poor
2025-11-10T22:13:20.101561+00:00,RUS_062,5,Fair/Poor
2025-11-10T22:13:20.736693+00:00,RUS_063,1,Wrong direction
2025-11-10T22:13:21.595315+00:00,RUS_063,2,Good
2025-11-10T22:13:22.272661+00:00,RUS_063,3,Fair/Poor
2025-11-10T22:13:23.722899+00:00,RUS_063,4,Good
2025-11-10T22:13:24.509892+00:00,RUS_063,5,Fair/Poor
2025-11-10T22:13:25.141319+00:00,RUS_064,1,Wrong direction
2025-11-10T22:13:25.652697+00:00,RUS_064,2,Good
2025-11-10T22:13:26.180588+00:00,RUS_064,3,Good
2025-11-10T22:13:27.293363+00:00,RUS_064,4,Fair/Poor
2025-11-10T22:13:28.006270+00:00,RUS_064,5,Fair/Poor
2025-11-10T22:13:31.690888+00:00,RUS_065,1,Wrong direction
2025-11-10T22:13:32.539913+00:00,RUS_065,2,Good
2025-11-10T22:13:37.667852+00:00,RUS_065,3,Good
2025-11-10T22:13:38.448643+00:00,RUS_065,4,Good
2025-11-10T22:13:39.294939+00:00,RUS_065,5,Fair/Poor
2025-11-10T22:13:40.396320+00:00,RUS_066,1,Wrong direction
2025-11-10T22:13:40.805820+00:00,RUS_066,2,Good
2025-11-10T22:13:41.421245+00:00,RUS_066,3,Good
2025-11-10T22:13:42.342745+00:00,RUS_066,4,Fair/Poor
2025-11-10T22:13:42.957930+00:00,RUS_066,5,Fair/Poor
2025-11-10T22:13:43.782038+00:00,RUS_067,1,Wrong direction
2025-11-10T22:13:44.388822+00:00,RUS_067,2,Good
2025-11-10T22:13:45.107419+00:00,RUS_067,3,Fair/Poor
2025-11-10T22:13:45.589856+00:00,RUS_067,4,Good
2025-11-10T22:13:46.130944+00:00,RUS_067,5,Good
2025-11-10T22:13:46.718641+00:00,RUS_068,1,Wrong direction
2025-11-10T22:13:47.260033+00:00,RUS_068,2,Good
2025-11-10T22:13:48.585438+00:00,RUS_068,3,Fair/Poor
2025-11-10T22:13:54.019603+00:00,RUS_068,4,Fair/Poor
2025-11-10T22:13:54.733656+00:00,RUS_068,5,Fair/Poor
2025-11-10T22:13:55.365503+00:00,RUS_069,1,Wrong direction
2025-11-10T22:13:56.250127+00:00,RUS_069,2,Good
2025-11-10T22:13:56.779616+00:00,RUS_069,3,Fair/Poor
2025-11-10T22:13:57.473890+00:00,RUS_069,4,Good
2025-11-10T22:13:58.421773+00:00,RUS_069,5,Fair/Poor
2025-11-10T22:13:58.826434+00:00,RUS_070,1,Wrong direction
2025-11-10T22:13:59.447427+00:00,RUS_070,2,Good
2025-11-10T22:14:00.378112+00:00,RUS_070,3,Fair/Poor
2025-11-10T22:14:00.877083+00:00,RUS_070,4,Fair/Poor
2025-11-10T22:14:01.733657+00:00,RUS_070,5,Fair/Poor
2025-11-10T22:14:02.412183+00:00,RUS_071,1,Wrong direction
2025-11-10T22:14:03.024913+00:00,RUS_071,2,Fair/Poor
2025-11-10T22:14:04.156571+00:00,RUS_071,3,Good
2025-11-10T22:14:05.281012+00:00,RUS_071,4,Good
2025-11-10T22:14:05.794136+00:00,RUS_071,5,Fair/Poor
2025-11-10T22:14:06.304770+00:00,RUS_072,1,Wrong direction
2025-11-10T22:14:06.914266+00:00,RUS_072,2,Good
2025-11-10T22:14:11.630982+00:00,RUS_072,3,Fair/Poor
2025-11-10T22:14:12.141127+00:00,RUS_072,4,Good
2025-11-10T22:14:12.758516+00:00,RUS_072,5,Fair/Poor
2025-11-10T22:14:13.472890+00:00,RUS_073,1,Wrong direction
2025-11-10T22:14:14.084636+00:00,RUS_073,2,Good
2025-11-10T22:14:14.600332+00:00,RUS_073,3,Good
2025-11-10T22:14:16.442016+00:00,RUS_073,4,Good
2025-11-10T22:14:17.210768+00:00,RUS_073,5,Fair/Poor
2025-11-10T22:14:18.081190+00:00,RUS_074,1,Wrong direction
2025-11-10T22:14:18.690186+00:00,RUS_074,2,Good
2025-11-10T22:14:19.515525+00:00,RUS_074,3,Fair/Poor
2025-11-10T22:14:20.129414+00:00,RUS_074,4,Fair/Poor
2025-11-10T22:14:20.841763+00:00,RUS_074,5,Fair/Poor
2025-11-10T22:14:21.766152+00:00,RUS_075,1,Wrong direction
2025-11-10T22:14:22.174268+00:00,RUS_075,2,Good
2025-11-10T22:14:22.739428+00:00,RUS_075,3,Fair/Poor
2025-11-10T22:14:23.303686+00:00,RUS_075,4,Good
2025-11-10T22:14:24.018568+00:00,RUS_075,5,Fair/Poor
2025-11-10T22:14:24.736265+00:00,RUS_076,1,Wrong direction
2025-11-10T22:14:25.451376+00:00,RUS_076,2,Fair/Poor
2025-11-10T22:14:26.171740+00:00,RUS_076,3,Fair/Poor
2025-11-10T22:14:27.095762+00:00,RUS_076,4,Fair/Poor
2025-11-10T22:14:27.807725+00:00,RUS_076,5,Fair/Poor
2025-11-10T22:14:28.317433+00:00,RUS_077,1,Wrong direction
2025-11-10T22:14:29.035803+00:00,RUS_077,2,Good
2025-11-10T22:14:29.652824+00:00,RUS_077,3,Fair/Poor
2025-11-10T22:14:30.163198+00:00,RUS_077,4,Good
2025-11-10T22:14:30.881228+00:00,RUS_077,5,Fair/Poor
2025-11-10T22:14:33.132061+00:00,RUS_078,1,Wrong direction
2025-11-10T22:14:34.157142+00:00,RUS_078,2,Good
2025-11-10T22:14:34.773026+00:00,RUS_078,3,Fair/Poor
2025-11-10T22:14:36.206930+00:00,RUS_078,4,Good
2025-11-10T22:14:36.923752+00:00,RUS_078,5,Not sure
2025-11-10T22:14:37.332536+00:00,RUS_079,1,Wrong direction
2025-11-10T22:14:38.048934+00:00,RUS_079,2,Fair/Poor
2025-11-10T22:14:38.765844+00:00,RUS_079,3,Fair/Poor
2025-11-10T22:14:43.215725+00:00,RUS_079,4,Good
2025-11-10T22:14:43.782843+00:00,RUS_079,5,Fair/Poor
2025-11-10T22:14:44.500298+00:00,RUS_080,1,No opinion
2025-11-10T22:14:45.008960+00:00,RUS_080,2,Good
2025-11-10T22:14:45.829276+00:00,RUS_080,3,Good
2025-11-10T22:14:46.650216+00:00,RUS_080,4,Good
2025-11-10T22:14:47.264033+00:00,RUS_080,5,Fair/Poor
2025-11-10T22:14:47.878817+00:00,RUS_081,1,Wrong direction
2025-11-10T22:14:48.577394+00:00,RUS_081,2,Fair/Poor
2025-11-10T22:14:49.722168+00:00,RUS_081,3,Fair/Poor
2025-11-10T22:14:50.233872+00:00,RUS_081,4,Good
2025-11-10T22:14:50.849806+00:00,RUS_081,5,Not sure
2025-11-10T22:14:51.463152+00:00,RUS_082,1,Wrong direction
2025-11-10T22:14:53.203421+00:00,RUS_082,2,Good
2025-11-10T22:14:53.819076+00:00,RUS_082,3,Good
2025-11-10T22:14:54.327105+00:00,RUS_082,4,Fair/Poor
